Name,F.year,Address,States,City,County,Type,latitude,longitude,geocode_source,geocode_input,matched_address,match_type
Latino Council of Marin,1977,"734 A St #6, San Rafael, CA 94901",CA,SAN RAFAEL,MARIN,CSO,37.970734,-122.528458,geocodio,"734 A St #6, San Rafael, CA 94901","734 A St, # 6, San Rafael, CA 94901",1
Hispanic Task Force of Lee County,1994,"309 W Main St, Sanford, North Carolina 27332-5921",NC,SANFORD,LEE,CSO,35.455662,-79.154068,geocodio,"309 W Main St, Sanford, North Carolina 27332-5921","309 W Main St, Sanford, NC 27332",1
Latino Center For Prevention and Action In Health and Welfare,1993,"450 W 4th Street Santa Ana, CA 92701-4562",CA,SANTA ANA,ORANGE,Hybrid,33.747743,-117.871834,geocodio,"450 W 4th Street Santa Ana, CA 92701-4562","450 W 4th St, Santa Ana, CA 92701",1
Latino Health Access,1993,"450 W Fourth St., Suite 130, Santa Ana, CA 92701",CA,SANTA ANA,ORANGE,Hybrid,33.747743,-117.871834,geocodio,"450 W Fourth St., Suite 130, Santa Ana, CA 92701","450 W 4th St, Ste 130, Santa Ana, CA 92701",1
La Casa de la Raza,1971,"601 E. MONTECITO STREET SANTA BARBARA, CA 93103",CA,SANTA BARBARA,SANTA BARBARA,CSO,34.421682,-119.686288,geocodio,"601 E. MONTECITO STREET SANTA BARBARA, CA 93103","601 E Montecito St, Santa Barbara, CA 93103",1
Santa Paula Latino Town Hall,1996,,CA,SANTA PAULA,VENTURA,CSO,34.364943,-119.085704,geocodio,"SANTA PAULA, CA","Santa Paula, CA 93060",1
Latino Commission on Alcohol and Drug Abuse Services of Sonoma County,1994,"857 Dutton Ave, Santa Rosa, CA 95407",CA,SANTA ROSA,SONOMA,CSO,38.42745,-122.725275,geocodio,"857 Dutton Ave, Santa Rosa, CA 95407","857 Dutton Ave, Santa Rosa, CA 95407",1
Latino Unidos Del Condado De Sonoma,2012,"Santa Rosa, CA 95402-5410",CA,SANTA ROSA,SONOMA,CSO,38.440061,-122.710598,geocodio,"Santa Rosa, CA 95402-5410","Santa Rosa, CA 95402",1
El Centro de La Raza,1972,,WA,SEATTLE,KING,Advocacy,47.610902,-122.336422,geocodio,"SEATTLE, WA","Seattle, WA 98101",1
El Comite Pro-Reforma Migratoria Y Justicia Social,1999,,WA,SEATTLE,KING,Advocacy,47.610902,-122.336422,geocodio,"SEATTLE, WA","Seattle, WA 98101",1
Latino Community Fund of Washington State,2005,,WA,SEATTLE,KING,CSO,47.610902,-122.336422,geocodio,"SEATTLE, WA","Seattle, WA 98101",1
Latino/a Educational Achievement Project,1998,"113-23rd Ave S. Seattle, WA 98144",WA,SEATTLE,KING,CSO,47.600958,-122.302734,geocodio,"113-23rd Ave S. Seattle, WA 98144","113 23rd Ave S, Seattle, WA 98144",1
Viva Hispanic Foundation NW,2001,,WA,SEATTLE,KING,CSO,47.610902,-122.336422,geocodio,"SEATTLE, WA","Seattle, WA 98101",1
Centro Latino of Shelbyville,2002,"121 Main Street, Shelbyville, KY 40065-1021",KY,SHELBYVILLE,SHELBY,CSO,38.21091,-85.21108,geocodio,"121 Main Street, Shelbyville, KY 40065-1021","121 Main St, Shelbyville, KY 40065",1
Together for Latinas,2009,"Shelton, CT 06484",CT,SHELTON,FAIRFIELD,CSO,41.314347,-73.137143,geocodio,"Shelton, CT 06484","Shelton, CT 06484",1
Centro de Ayuda Latina,2016,,NC,SILER CITY,CHATHAM,CSO,35.72347,-79.46224,geocodio,"SILER CITY, NC","Siler City, NC 27344",1
Maryland Hispanic Coalition,2014,"11719 Galt Ave, Silver Spring, MD 20902",MD,SILVER SPRING,MONTGOMERY,CSO,39.049347,-77.05385,geocodio,"11719 Galt Ave, Silver Spring, MD 20902","11719 Galt Ave, Silver Spring, MD 20902",1
Generacion Latina,2010,,GA,SMYRNA,COBB,CSO,33.09374,-84.57382,geocodio,"SMYRNA, GA","Gay, GA 30218",1
Hispanic Community Connection Conexion Comunidad Hispana,2014,,UT,SOUTH JORDAN,SALT LAKE,CSO,40.554098,-111.953891,geocodio,"SOUTH JORDAN, UT","South Jordan, UT 84095",1
Hispanic Women's Organization of Arkansas,1999,"614 E Emma Ave #231, Springdale, AR 72764",AK,SPRINGDALE,WASHINGTON,Hybrid,36.185396,-94.122907,geocodio,"614 E Emma Ave #231, Springdale, AR 72764","614 E Emma Ave, Ste 231, Springdale, AR 72764",1
National Hispanic Leadership Agenda,1991,"6800 Versar Center Drive No 450 Springfield, VA 22151-0000",VA,SPRINGFIELD,FAIRFAX,Advocacy,38.793699,-77.178825,geocodio,"6800 Versar Center Drive No 450 Springfield, VA 22151-0000","6800 Versar Ctr, Ste 450, Springfield, VA 22151",1
"Hispanic Educational, Cultural and Scholarship Fund",1998,,MO,ST. LOUIS,ST. LOUIS,CSO,38.631501,-90.19231,geocodio,"ST. LOUIS, MO","Saint Louis, MO 63101",1
Chicano Research Center,2015,,CA,STOCKTON,SAN JOAQUIN,CSO,37.672196,-121.298794,geocodio,"STOCKTON, CA","Stockton, CA 95201",1
Centro Latino Ser -Jobs for Progress,1991,"1208 S. 10th St., Tacoma
WA, 98405",WA,TACOMA,PIERCE,CSO,47.252598,-122.453757,geocodio,"1208 S. 10th St., Tacoma
WA, 98405","1208 S 10th St, Tacoma, WA 98405",1
Hispanic Services Council,1991,"2902 N Armenia Ave Ste 201 Tampa, FL 33607-1661",FL,TAMPA,HILLSBOROUGH,CSO,27.966198,-82.485171,geocodio,"2902 N Armenia Ave Ste 201 Tampa, FL 33607-1661","2902 N Armenia Ave, Ste 201, Tampa, FL 33607",1
Latino Coalition of Tampa Bay,1997,,FL,TAMPA,HILLSBOROUGH,Hybrid,27.996097,-82.582035,geocodio,"TAMPA, FL","Tampa, FL 33601",1
"The Center for Hispanic Policy, Research and Development",1975,"225 W State St, Trenton, New Jersey",NJ,TRENTON,MERCER,CSO,40.221766,-74.774083,geocodio,"225 W State St, Trenton, New Jersey","225 W State St, Trenton, NJ 08608",1
Coalition of Hispanic Organizations,2000,,OK,TULSA,TULSA,CSO,36.063095,-95.804231,geocodio,"TULSA, OK","Tulsa, OK 74102",1
Latino Advocates for Education,1974,,CA,TUSTIN,ORANGE,Hybrid,33.73401,-117.819157,geocodio,"TUSTIN, CA","Tustin, CA 92780",1
Hispanic-American Association of East Texas,1992,"1111 E Erwin St, Tyler, TX 75702",TX,TYLER,SMITH,CSO,32.350959,-95.2881,geocodio,"1111 E Erwin St, Tyler, TX 75702","1111 E Erwin St, Tyler, TX 75702",1
Latino Pac Foundation,2014,"Union City, NJ 07087-1028",NJ,UNION CITY,HUDSON,CSO,40.77955,-74.02375,geocodio,"Union City, NJ 07087-1028","Union City, NJ 07087",1
Great Lakes Bay Hispanic Leadership Institute,2009,,MI,UNIVERSITY CENTER,BAY,CSO,43.556574,-83.994328,geocodio,"UNIVERSITY CENTER, MI","University Center, MI 48710",1
Clark County Latino Youth Conference,2011,,WA,VANCOUVER,CLARK,CSO,45.678996,-122.720499,geocodio,"VANCOUVER, WA","Vancouver, WA 98660",1
Catholic Charities Diocese of Venice Catholic Hispanic Social Services,1968,,FL,VENICE,SARASOTA,CSO,27.09639,-82.433818,geocodio,"VENICE, FL","Venice, FL 34285",1
Latino Resource Organization,1983,"610 California Ave, Venice, CA 90291",CA,VENICE,LOS ANGELES,CSO,33.991584,-118.465386,geocodio,"610 California Ave, Venice, CA 90291","610 California Ave, Venice, CA 90291",1
ASPIRA Association,1961,"1444 I St NW #800, Washington, DC 20005",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,CSO,38.901119,-77.03276,geocodio,"1444 I St NW #800, Washington, DC 20005","1444 I St NW, Ste 800, Washington, DC 20005",1
Central American Resource Center,1983,1460 Columbia Road Nw No C-1 Washington DC 20009-4764,DC,WASHINGTON DC,DISTRICT OF COLUMBIA,Advocacy,38.927186,-77.034526,geocodio,1460 Columbia Road Nw No C-1 Washington DC 20009-4764,"1460 Columbia Rd NW, Apt C1, Washington, DC 20009",1
Congressional Hispanic Caucus Institute,1976,"214 Cannon House Office Building,Washington, DC 20003",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,Advocacy,38.881904,-76.990935,geocodio,"214 Cannon House Office Building,Washington, DC 20003","Washington, DC 20003",0.5
Congressional Hispanic Leadership Institute,2003,"734 15th Street, N.W. Suite 620, Washington, DC 20005-1030",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,CSO,38.899586,-77.034079,geocodio,"734 15th Street, N.W. Suite 620, Washington, DC 20005-1030","734 15th St NW, Ste 620, Washington, DC 20005",1
Hispanic Access Foundation,2010,"1718 M Street Nw Suite 150 Washington, DC 20036-4054",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,CSO,38.905803,-77.038738,geocodio,"1718 M Street Nw Suite 150 Washington, DC 20036-4054","1718 M St NW, Ste 150, Washington, DC 20036",1
Hispanic American Center for Economic Research,1996,"910 17th St NW #312, Washington, DC 20006",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,Advocacy,38.901889,-77.039925,geocodio,"910 17th St NW #312, Washington, DC 20006","910 17th St NW, Ste 312, Washington, DC 20006",1
Hispanic Association on Corporate Responsibility,1986,,DC,WASHINGTON DC,DISTRICT OF COLUMBIA,Advocacy,38.921396,-76.993643,geocodio,"WASHINGTON DC, DC","Washington Pl NE, Washington, DC 20018",0.9
Hispanic College Fund,1993,"Washington, DC 20043-4636",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,CSO,38.893311,-77.014647,geocodio,"Washington, DC 20043-4636","Washington, DC 20043",1
Hispanic Conservative Alliance,2015,,DC,WASHINGTON DC,DISTRICT OF COLUMBIA,Advocacy,38.921396,-76.993643,geocodio,"WASHINGTON DC, DC","Washington Pl NE, Washington, DC 20018",0.9
Hispanic Leadership Fund,2008,"1001 G St Nw Ste 800 Washington, DC 20001-4545",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,Advocacy,38.898719,-77.026488,geocodio,"1001 G St Nw Ste 800 Washington, DC 20001-4545","1001 G St NW, Ste 800, Washington, DC 20001",1
Hispanic-Serving Health Professions Schools,1996,"2639 Connecticut Ave. NW, Ste. 203 Washington DC 20008",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,CSO,38.924721,-77.05176,geocodio,"2639 Connecticut Ave. NW, Ste. 203 Washington DC 20008","2639 Connecticut Ave NW, Ste 203, Washington, DC 20008",1
Labor Council for Latin American Advancement,1972,"815 16th St. NW, 4th Fl Washington, DC 20006",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,Advocacy,38.900869,-77.035994,geocodio,"815 16th St. NW, 4th Fl Washington, DC 20006","815 16th St NW, Fl 4, Washington, DC 20006",1
Latino Deaf and Hard of Hearing Agency of the Metropolitan DC Area,2005,,DC,WASHINGTON DC,DISTRICT OF COLUMBIA,CSO,38.921396,-76.993643,geocodio,"WASHINGTON DC, DC","Washington Pl NE, Washington, DC 20018",0.9
Latino Economic Development Corporation,1992,,DC,WASHINGTON DC,DISTRICT OF COLUMBIA,CSO,38.921396,-76.993643,geocodio,"WASHINGTON DC, DC","Washington Pl NE, Washington, DC 20018",0.9
Latino GLBT History Project,2000,2000 14th St Nw Ste 105 Washington DC 20009,DC,WASHINGTON DC,DISTRICT OF COLUMBIA,Advocacy,38.917577,-77.032517,geocodio,2000 14th St Nw Ste 105 Washington DC 20009,"2000 14th St NW, Ste 105, Washington, DC 20009",1
Latino Student Fund,1995,,DC,WASHINGTON DC,DISTRICT OF COLUMBIA,CSO,38.921396,-76.993643,geocodio,"WASHINGTON DC, DC","Washington Pl NE, Washington, DC 20018",0.9
League of United Latin American Citizens,1929,"1133 19th Street, NW, Suite 1000 Washington, DC 20036",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,Advocacy,38.904791,-77.04294,geocodio,"1133 19th Street, NW, Suite 1000 Washington, DC 20036","1133 19th St NW, Ste 1000, Washington, DC 20036",1
LULAC National Educational Service Centers,1973,"1133 19th Street, NW, Suite 1000 Washington, DC 20036",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,CSO,38.904791,-77.04294,geocodio,"1133 19th Street, NW, Suite 1000 Washington, DC 20036","1133 19th St NW, Ste 1000, Washington, DC 20036",1
"MANA, A National Latina Organization",1974,"1140 19th St. NW, Ste. 550 Washington, DC 20036",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,Advocacy,38.904962,-77.043883,geocodio,"1140 19th St. NW, Ste. 550 Washington, DC 20036","1140 19th St NW, Ste 550, Washington, DC 20036",1
National Alliance for Hispanic Health,1973,"1501 16th St. NW Washington, DC 20036 ",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,CSO,38.910384,-77.036521,geocodio,"1501 16th St. NW Washington, DC 20036","1501 16th St NW, Washington, DC 20036",1
National Community for Latino Leadership,1989,1701 K Street Northwest Washington DC 20006,DC,WASHINGTON DC,DISTRICT OF COLUMBIA,CSO,38.902812,-77.038786,geocodio,1701 K Street Northwest Washington DC 20006,"1701 K St NW, Washington, DC 20006",1
National Council of La Raza,1968,1126 16th St Nw 6th Fl Washington DC 20036-4804,DC,WASHINGTON DC,DISTRICT OF COLUMBIA,Advocacy,38.904498,-77.03698,geocodio,1126 16th St Nw 6th Fl Washington DC 20036-4804,"1126 16th St NW, Fl 6, Washington, DC 20036",1
National Hispanic Council on Aging,1980,"734 15th St Nw Ste 1050 Washington, DC 20005-1038",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,Hybrid,38.899586,-77.034079,geocodio,"734 15th St Nw Ste 1050 Washington, DC 20005-1038","734 15th St NW, Ste 1050, Washington, DC 20005",1
National Hispanic Council on Aging Housing of Dist of Columbia,1994,2713 Ontario Road Nw Ste 200 Washington DC 20009-8838,DC,WASHINGTON DC,DISTRICT OF COLUMBIA,CSO,38.924857,-77.04029,geocodio,2713 Ontario Road Nw Ste 200 Washington DC 20009-8838,"2713 Ontario Rd NW, Ste 200, Washington, DC 20009",1
National Hispanic Health Foundation,1994,"1411 K St Nw Ste 1100 Washington, DC 20005-3461",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,CSO,38.902932,-77.032564,geocodio,"1411 K St Nw Ste 1100 Washington, DC 20005-3461","1411 K St NW, Ste 1100, Washington, DC 20005",1
National Latina Health Network,1989,"2201 Washington Ave. NW, Ste. 340, Washington, DC 20007",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,CSO,38.902939,-77.049332,geocodio,"2201 Washington Ave. NW, Ste. 340, Washington, DC 20007","2211 Washington Cir NW, Ste 340, Washington, DC 20037",0.81
"National Latino/Latina Lesbian, Gay, Bisexual and Transgender Organization",1987,"Northwest, Washington, DC 20006",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,CSO,38.907242,-77.038116,geocodio,"Northwest, Washington, DC 20006","N St NW, Washington, DC 20036",0.77
Strategic Investment Fund for La Raza,2001,"1126 16TH STREET NW WASHINGTON , DC 20036",DC,WASHINGTON DC,DISTRICT OF COLUMBIA,CSO,38.904498,-77.03698,geocodio,"1126 16TH STREET NW WASHINGTON , DC 20036","1126 16th St NW, Washington, DC 20036",1
"Unid@s, The National Latina/Latino LGBT Human Rights Organization",2007,,DC,WASHINGTON DC,DISTRICT OF COLUMBIA,Advocacy,38.921396,-76.993643,geocodio,"WASHINGTON DC, DC","Washington Pl NE, Washington, DC 20018",0.9
Voto Latino,2004,,DC,WASHINGTON DC,DISTRICT OF COLUMBIA,Advocacy,38.921396,-76.993643,geocodio,"WASHINGTON DC, DC","Washington Pl NE, Washington, DC 20018",0.9
Hispanic Coalition of Greater Waterbury,1972,"135 E Liberty St # 5, Waterbury, CT 06706",CT,WATERBURY,NEW HAVEN,CSO,41.547917,-73.034271,geocodio,"135 E Liberty St # 5, Waterbury, CT 06706","135 E Liberty St, # 5, Waterbury, CT 06706",1
Madre Latina,2011,,CT,WATERBURY,NEW HAVEN,CSO,41.556461,-73.045886,geocodio,"WATERBURY, CT","Waterbury, CT 06702",1
El Puente Latino,2008,,IL,WAUKEGAN,LAKE,CSO,42.352097,-87.867656,geocodio,"WAUKEGAN, IL","Waukegan, IL 60085",1
Hispanic American Community Education and Services,2005,"641 Lorraine Ave Waukegan, IL 60085-3645",IL,WAUKEGAN,LAKE,CSO,42.36985,-87.85277,geocodio,"641 Lorraine Ave Waukegan, IL 60085-3645","641 Lorraine Ave, Waukegan, IL 60085",1
La Casa De Esperanza,1979,"410 Arcadian Avenue, Waukesha, WI 53186",MN,WAUKESHA,WABASHA,CSO,43.012368,-88.222994,geocodio,"410 Arcadian Avenue, Waukesha, WI 53186","410 Arcadian Ave, Waukesha, WI 53186",1
Latino Family Institute,1997,"1501 W Cameron Ave Ste 240 West Covina, CA 91790-2733 ",CA,WEST COVINA,LOS ANGELES,CSO,34.068772,-117.940973,geocodio,"1501 W Cameron Ave Ste 240 West Covina, CA 91790-2733","1501 W Cameron Ave, Ste 240, West Covina, CA 91790",1
Institute for Latino Studies Research and Development,2001,,NJ,WEST MILFORD,PASSAIC,CSO,41.1053,-74.39094,geocodio,"WEST MILFORD, NJ","West Milford, NJ 07480",1
Hispanic Education Coalition of Palm Beach County,2016,"3006 S DIXIE HWY WEST PALM BCH, FL 33405 ",FL,WEST PALM BEACH,PALM BEACH,Hybrid,26.686696,-80.054209,geocodio,"3006 S DIXIE HWY WEST PALM BCH, FL 33405","3006 S Dixie Hwy, West Palm Beach, FL 33405",1
Hispanic Human Resources Council,1977,"1427 S Congress Ave West Palm Bch, FL 33406-5120",FL,WEST PALM BEACH,PALM BEACH,CSO,26.655768,-80.08859,geocodio,"1427 S Congress Ave West Palm Bch, FL 33406-5120","1427 S Congress Ave, West Palm Beach, FL 33406",1
Latino Health Community,2014,,FL,WESTON,BROWARD,CSO,26.11363,-80.41699,geocodio,"WESTON, FL","Weston, FL 33327",1
Latino U College Access,2013,"75 Virginia Rd, White Plains, NY 10603",NY,WHITE PLAINS,WESTCHESTER,CSO,41.06512,-73.776408,geocodio,"75 Virginia Rd, White Plains, NY 10603","75 Virginia Rd, White Plains, NY 10603",1
Westchester Hispanic Coalition,1975,"46 Waller Avenue, White Plains, NY 10605",NY,WHITE PLAINS,WESTCHESTER,CSO,41.027798,-73.763033,geocodio,"46 Waller Avenue, White Plains, NY 10605","46 Waller Ave, White Plains, NY 10605",1
Hispanic Outreach Taskforce,1990,6706 Friends Ave Whittier CA 90601-4432,CA,WHITTIER,LOS ANGELES,CSO,33.980651,-118.033545,geocodio,6706 Friends Ave Whittier CA 90601-4432,"6706 Friends Ave, Whittier, CA 90601",1
Latino Community Diabetes Council,2014,,CA,WHITTIER,LOS ANGELES,CSO,34.004311,-118.0441,geocodio,"WHITTIER, CA","Whittier, CA 90601",1
Latino Scholastic Achievement Corporation,1992,"11616 Ridgegate Dr, Whitter , CA 90601",CA,WHITTIER,LOS ANGELES,CSO,34.005615,-118.041274,geocodio,"11616 Ridgegate Dr, Whitter , CA 90601","11616 Ridgegate Dr, Whittier, CA 90601",1
Kansas Hispanic Education and Development Foundation,2007,"Wichita, KS 67204-0248",KS,WICHITA,SEDGWICK,CSO,37.787925,-97.381233,geocodio,"Wichita, KS 67204-0248","Wichita, KS 67204",1
Diamond Hispanic Network,2013,,CA,WINCHESTER,RIVERSIDE,CSO,33.71691,-117.07357,geocodio,"WINCHESTER, CA","Winchester, CA 92596",1
Latino Service Providers,1989,930 Shiloh Road Bldg 40 Ste A Windsor CA 95492-6619,CA,WINDSOR,SONOMA,CSO,38.524265,-122.795358,geocodio,930 Shiloh Road Bldg 40 Ste A Windsor CA 95492-6619,"930 Shiloh Rd, Bldg 40F, Windsor, CA 95492",1
El Buen Pastor Latino Community Services,2006,"4637 Tim Rd, Winston-Salem, NC 27106",NC,WINSTON-SALEM,FORSYTH,CSO,36.159933,-80.326329,geocodio,"4637 Tim Rd, Winston-Salem, NC 27106","4637 Tim Rd, Winston Salem, NC 27106",1
Hispanic League,1992,"690 Coliseum Dr Winston Salem, NC 27106-5311",NC,WINSTON-SALEM,FORSYTH,CSO,36.123562,-80.26186,geocodio,"690 Coliseum Dr Winston Salem, NC 27106-5311","690 Coliseum Dr, Winston Salem, NC 27106",1
Mexican American Concilio of Yolo,1970,"P.O Box 879, Woodland, CA 95776",CA,WOODLAND,YOLO,CSO,38.74388,-121.915653,geocodio,"P.O Box 879, Woodland, CA 95776","PO Box 879, Woodland, CA 95776",1
Latino Community Information and Education Center,2014,,UT,WOODS CROSS,DAVIS,CSO,40.889027,-111.926646,geocodio,"WOODS CROSS, UT","Woods Cross, UT 84087",1
Worcester Latino Dollar for Scholars,1994,"Worcester, MA 01601",MA,WORCESTER,WORCESTER,CSO,42.265275,-71.879415,geocodio,"Worcester, MA 01601","Worcester, MA 01601",1
