Name,F.year,Address,States,City,County,Type,latitude,longitude,geocode_source,geocode_input,matched_address,match_type
Latino Education Task Force,2014,"7008 ARROYO DEL OSO AVE NE ALBUQUERQUE, NM 87109 ",NM,ALBUQUERQUE,BERNALILLO,Hybrid,35.13654,-106.567829,geocodio,"7008 ARROYO DEL OSO AVE NE ALBUQUERQUE, NM 87109","7008 Arroyo Del Oso Ave NE, Albuquerque, NM 87109",1
Latino Sustainability Institute,2010,"500 COPPER AVE NW STE 103 ALBUQUERQUE, NM 87102",NM,ALBUQUERQUE,BERNALILLO,Advocacy,35.085444,-106.652794,geocodio,"500 COPPER AVE NW STE 103 ALBUQUERQUE, NM 87102","500 Copper Ave NW, Ste 103, Albuquerque, NM 87102",1
New Mexico Alliance For Hispanic Education,1993,"Albuquerque, NM 87199-3656",NM,ALBUQUERQUE,BERNALILLO,CSO,35.044339,-106.672872,geocodio,"Albuquerque, NM 87199-3656","Albuquerque, NM 87199",1
Hispanic Institute For Blindness Prevention,2011,"6911 Richmond Hwy Alexandria, VA 22306-1842",VA,ALEXANDRIA,ALEXANDRIA,CSO,38.767665,-77.082518,geocodio,"6911 Richmond Hwy Alexandria, VA 22306-1842","6911 Richmond Hwy, Alexandria, VA 22306",1
National Hispanic Environmental Council,1996,"106 N Fayette St, Alexandria, VA 22314",VA,ALEXANDRIA,ALEXANDRIA,Advocacy,38.806198,-77.0525,geocodio,"106 N Fayette St, Alexandria, VA 22314","106 N Fayette St, Alexandria, VA 22314",1
Alhambra Latino Association,1995,,CA,ALHAMBRA,LOS ANGELES,CSO,34.090728,-118.127527,geocodio,"ALHAMBRA, CA","Alhambra, CA 91801",1
Chicano A Latino A Educational Foundation,2012,,CA,ALHAMBRA,LOS ANGELES,CSO,34.090728,-118.127527,geocodio,"ALHAMBRA, CA","Alhambra, CA 91801",1
Hispanic American Organization,1976,,PA,ALLENTOWN,LEHIGH,CSO,40.602658,-75.469236,geocodio,"ALLENTOWN, PA","Allentown, PA 18101",1
Hispanic Health Coalition of Georgia,1990,"11175 Cicero Dr Ste 100 Alpharetta, GA 30022-11",GA,ALPHARETTA,FULTON,Hybrid,34.051596,-84.278464,geocodio,"11175 Cicero Dr Ste 100 Alpharetta, GA 30022-11","11175 Cicero Dr, Ste 100, Alpharetta, GA 30022",0.9
Hispanic Affairs Council of Alaska,2007,,AK,ANCHORAGE,ANCHORAGE,CSO,61.220018,-149.855702,geocodio,"ANCHORAGE, AK","Anchorage, AK 99501",1
Mi Raza Community Center,2004,"113 Collins Street, Arcola, IL 61910",IL,ARCOLA,DOUGLAS,CSO,39.470918,-88.169363,geocodio,"113 Collins Street, Arcola, IL 61910","Colony Ln, Charleston, IL 61920",0.56
Latino Behavioral Health Institute,1996,"9820 Woodman Ave Arleta, CA 91331-5047 ",CA,ARLETA,LOS ANGELES,CSO,34.24894,-118.449178,geocodio,"9820 Woodman Ave Arleta, CA 91331-5047","9820 Woodman Ave, Arleta, CA 91331",1
National Alliance For Hispanic Families,2014,"Arlington, VA 22204-8408",VA,ARLINGTON,ARLINGTON,Hybrid,38.860335,-77.100868,geocodio,"Arlington, VA 22204-8408","Arlington, VA 22204",1
North Texas Young Latino Leaders,2015,"2602 HOLLYWOOD DR ARLINGTON, TX 76013",TX,ARLINGTON,TARRANT,CSO,32.730811,-97.150832,geocodio,"2602 HOLLYWOOD DR ARLINGTON, TX 76013","2602 Hollywood Dr, Arlington, TX 76013",1
Hispanic Affairs and Resource Center of Monmouth County,1980,"913 Sewall Ave, Asbury Park, NJ 07712",NJ,ASBURY PARK,MONMOUTH,CSO,40.220398,-74.01461,geocodio,"913 Sewall Ave, Asbury Park, NJ 07712","913 Sewall Ave, Asbury Park, NJ 07712",1
Coalicion Latina del Condado de Randolph,2004,"Asheboro, NC 27204",NC,ASHEBORO,RANDOLPH,CSO,35.788286,-79.720556,geocodio,"Asheboro, NC 27204","Asheboro, NC 27204",1
Lower Columbia Hispanic Council,1998,"Astoria, OR 97103-1029",OR,ASTORIA,CLATSOP,Hybrid,46.142206,-123.795996,geocodio,"Astoria, OR 97103-1029","Astoria, OR 97103",1
Athens Latino Center For Education And Services,2010,"445 Huntington Road, Athens, GA 30606",GA,ATHENS,CLARKE,CSO,33.945851,-83.464427,geocodio,"445 Huntington Road, Athens, GA 30606","445 Huntington Rd, Athens, GA 30606",1
GALEO Latino Community Development Fund,2005,"Atlanta, GA 30359-0506",GA,ATLANTA,FULTON,Hybrid,33.891251,-84.07456,geocodio,"Atlanta, GA 30359-0506","Atlanta, GA 30359",1
Georgia Latino Alliance for Human Rights,2001,"7 Dunwoody Park #110, Atlanta, GA 30341",GA,ATLANTA,FULTON,Hybrid,33.923865,-84.310256,geocodio,"7 Dunwoody Park #110, Atlanta, GA 30341","7 Dunwoody Park, Ste 110, Atlanta, GA 30338",0.99
Latin American Association,1972,"2750 Buford Hwy. Atlanta, GA 30324",GA,ATLANTA,FULTON,CSO,33.829084,-84.346077,geocodio,"2750 Buford Hwy. Atlanta, GA 30324","2750 GA-13, Atlanta, GA 30324",1
Latino Leadership Council,2007,2945 Bell Road 274 Auburn CA 95603-2540,CA,AUBURN,PLACER,CSO,38.941949,-121.094474,geocodio,2945 Bell Road 274 Auburn CA 95603-2540,"2945 Bell Rd 274, Auburn, CA 95603",1
Asociacion Latina De Servicios Del Csra,2005,"Augusta, GA 30903-0599",GA,AUGUSTA,RICHMOND,CSO,33.490149,-82.162688,geocodio,"Augusta, GA 30903-0599","Augusta, GA 30903",1
American GI Forum,1948,"1000 Brazos St Suite 200 Austin, TX 78701",TX,AUSTIN,TRAVIS,Hybrid,30.27175,-97.740178,geocodio,"1000 Brazos St Suite 200 Austin, TX 78701","1000 Brazos St, Ste 200, Austin, TX 78701",1
Austin Latino A Lesbian and Gay Organization,1985,"701 Tillery St, Austin, TX 78702",TX,AUSTIN,TRAVIS,Advocacy,30.260859,-97.701927,geocodio,"701 Tillery St, Austin, TX 78702","701 Tillery St, Austin, TX 78702",1
Board of Hispanic Caucus Chairs,2002,,TX,AUSTIN,TRAVIS,Advocacy,30.268335,-97.741382,geocodio,"AUSTIN, TX","Austin, TX 78701",1
Latina Mami,2000,"1806 West Stassney Lane, Austin, Texas",TX,AUSTIN,TRAVIS,Hybrid,30.214773,-97.795468,geocodio,"1806 West Stassney Lane, Austin, Texas","1806 W Stassney Ln, Austin, TX 78745",1
Latino Healthcare Forum,2010,"6601 Felix Ave Austin, TX 78741-2408",TX,AUSTIN,TRAVIS,CSO,30.233611,-97.693921,geocodio,"6601 Felix Ave Austin, TX 78741-2408","6601 Felix Ave, Austin, TX 78741",1
Mexican American Legislative Policy Council,1995,202 W 13th st Austin TX 78701,TX,AUSTIN,TRAVIS,Advocacy,30.27567,-97.741946,geocodio,202 W 13th st Austin TX 78701,"202 W 13th St, Austin, TX 78701",1
MI Tierra Es Latina,2003,,TX,AUSTIN,TRAVIS,CSO,30.268335,-97.741382,geocodio,"AUSTIN, TX","Austin, TX 78701",1
Texas Latino Council of the Deaf and Hard of Hearing,2005,,TX,AUSTIN,TRAVIS,CSO,30.268335,-97.741382,geocodio,"AUSTIN, TX","Austin, TX 78701",1
Kern County Hispanic Commission On Alcohol And Drug Abuse Services,2003,1400 Easton Dr Ste 151 Bakerfield CA 93309-9406,CA,BAKERSFIELD,KERN,CSO,35.370344,-119.045112,geocodio,1400 Easton Dr Ste 151 Bakerfield CA 93309-9406,"1400 Easton Dr, Ste 151, Bakersfield, CA 93309",1
Latina Leaders of Kern County,1998,,CA,BAKERSFIELD,KERN,CSO,35.384337,-119.020562,geocodio,"BAKERSFIELD, CA","Bakersfield, CA 93301",1
Latino Coalition for Community Leadership,2003,"901 Sacramento St Bakerfiled, CA 93305-4243",CO,BAKERSFIELD,KERN,CSO,35.379545,-118.999824,geocodio,"901 Sacramento St Bakerfiled, CA 93305-4243","901 Sacramento St, Bakersfield, CA 93305",1
Latino Interactive Voter Education Project,2014,,CA,BAKERSFIELD,KERN,Advocacy,35.384337,-119.020562,geocodio,"BAKERSFIELD, CA","Bakersfield, CA 93301",1
Education Based Latino Outreach,1980,"606 S Ann St, Baltimore, MD 21231",MD,BALTIMORE,BALTIMORE,CSO,39.284236,-76.591481,geocodio,"606 S Ann St, Baltimore, MD 21231","606 S Ann St, Baltimore, MD 21231",1
Latino Providers Network,1992,"149 N Luzerne Ave Baltimore, MD 21224-1148 ",MD,BALTIMORE,BALTIMORE,Hybrid,39.294184,-76.580387,geocodio,"149 N Luzerne Ave Baltimore, MD 21224-1148","149 N Luzerne Ave, Baltimore, MD 21224",1
Us Hispanic Youth Entrepreneurship and Education Foundation,2006,"601 Alluvion St Baltimore, MD 21230-2035",MD,BALTIMORE,BALTIMORE,CSO,39.275055,-76.627079,geocodio,"601 Alluvion St Baltimore, MD 21230-2035","601 Alluvion St, Baltimore, MD 21230",1
Hispanic Community Advisory Committee,2014,,IN,BATESVILLE,FRANKLIN,CSO,39.30005,-85.22218,geocodio,"BATESVILLE, IN","Batesville, IN 47006",1
Alianza Latina,2015,,LA,BATON ROUGE,EAST BATON ROUGE PARISH,CSO,30.44924,-91.185607,geocodio,"BATON ROUGE, LA","Baton Rouge, LA 70801",1
Latino Service Providers Coalition,2004,"417 Harrison Ave, Beloit, WI 53511",WI,BELOIT,ROCK,CSO,42.500306,-89.025183,geocodio,"417 Harrison Ave, Beloit, WI 53511","417 Harrison Ave, Beloit, WI 53511",1
Central Oregon Latino Scholarship Fund,2012,"2429 NW DORION WAY, BEND OR 97701-7051",OR,BEND,DESCHUTES,CSO,44.061714,-121.349607,geocodio,"2429 NW DORION WAY, BEND OR 97701-7051","2429 NW Dorion Way, Bend, OR 97703",0.99
Latino Community Association,2000,,OR,BEND,DESCHUTES,CSO,44.082037,-121.227125,geocodio,"BEND, OR","Bend, OR 97701",1
Latino Issues Forum,1987,"1918 University Avenue, Suite 3D, Berkeley, CA 94704",CA,BERKELEY,ALAMEDA,Advocacy,37.871299,-122.272439,geocodio,"1918 University Avenue, Suite 3D, Berkeley, CA 94704","1918 University Ave, Ste 3D, Berkeley, CA 94704",1
Hispanic Center Lehigh Valley,1968,"520 E 4th St, Bethlehem, PA 18015",PA,BETHLEHEM,NORTHAMPTON,CSO,40.610531,-75.371022,geocodio,"520 E 4th St, Bethlehem, PA 18015","520 E 4th St, Bethlehem, PA 18015",1
Latino Donor Collaborative,2010,2129 Coldwater Canyon Dr Beverly Hills CA 90210-1734,CA,BEVERLY HILLS,LOS ANGELES,CSO,34.110599,-118.404771,geocodio,2129 Coldwater Canyon Dr Beverly Hills CA 90210-1734,"2129 Coldwater Canyon Dr, Beverly Hills, CA 90210",1
Hispanic Interest Coalition of Alabama,1999,"117 Southcrest Drive Birmingham, AL 35219-0000",AL,BIRMINGHAM,JEFFERSON,CSO,33.525426,-86.736545,geocodio,"117 Southcrest Drive Birmingham, AL 35219-0000","Southcrest Rd, Birmingham, AL 35213",0.69
Latino Coalition of Southwest Ohio,2016,"10979 REED HARTMAN HWY STE 110 BLUE ASH, OH 45242 ",OH,BLUE ASH,HAMILTON,CSO,39.265957,-84.381681,geocodio,"10979 REED HARTMAN HWY STE 110 BLUE ASH, OH 45242","10979 Reed Hartman Hwy, Ste 110, Blue Ash, OH 45242",1
Latino Health Institute,1989,95 Berkeley St Ste 600 Boston Ma 02116-6264,MA,BOSTON,SUFFOLK,CSO,42.347289,-71.070821,geocodio,95 Berkeley St Ste 600 Boston Ma 02116-6264,"95 Berkeley St, Ste 600, Boston, MA 02116",1
Latino STEM Alliance,2010,20 Moraine St Boston MA 02130-4316,MA,BOSTON,SUFFOLK,CSO,42.319575,-71.11299,geocodio,20 Moraine St Boston MA 02130-4316,"20 Moraine St, Jamaica Plain, MA 02130",1
NAMI Latino Metro Boston,1982,"529 Main St #1M17, Boston, MA 02129",MA,BOSTON,SUFFOLK,CSO,42.384519,-71.071931,geocodio,"529 Main St #1M17, Boston, MA 02129","529 Main St, Ste 1M17, Charlestown, MA 02129",1
Latino Leadership Alliance of Bucks County,1993,"Bristol, PA 19007",PA,BRISTOL,BUCKS,CSO,40.115859,-74.853608,geocodio,"Bristol, PA 19007","Bristol, PA 19007",1
Institute for the Puerto Rican Hispanic Elderly,1980,"311 E 175TH ST, BRONX, NY 10457",NY,BRONX,BRONX,CSO,40.846728,-73.904236,geocodio,"311 E 175TH ST, BRONX, NY 10457","311 E 175th St, Bronx, NY 10457",1
Latina 50 Plus,2015,,NY,BRONX,BRONX,CSO,40.851549,-73.840908,geocodio,"BRONX, NY","Bronx, NY 10499",1
Latino Alzheimers Coalition of New York,2015,"190 SURF DR BRONX, NY 10473",NY,BRONX,BRONX,CSO,40.805673,-73.851954,geocodio,"190 SURF DR BRONX, NY 10473","190 Surf Dr, Bronx, NY 10473",1
Hispanic Forum of Bryan-College Station,2009,"Bryan, TX 77805-4690",TX,BRYAN,BRAZOS,CSO,30.65212,-96.341012,geocodio,"Bryan, TX 77805-4690","Bryan, TX 77805",1
Latino Housing Development Corporation,2008,"2344 SENECA ST BUFFALO, NY 14210",NY,BUFFALO,ERIE,CSO,42.849958,-78.803115,geocodio,"2344 SENECA ST BUFFALO, NY 14210","2344 Seneca St, Buffalo, NY 14210",1
Chicana Foundation of Northern California,1984,,CA,BURLINGAME,SAN MATEO,CSO,37.567086,-122.367573,geocodio,"BURLINGAME, CA","Burlingame, CA 94010",1
Hispanic Family Center of Southern New Jersey,1976,"3547 South 29th Street, Camden, NJ 08105-0000",NJ,CAMDEN,CAMDEN,CSO,39.94234,-75.082196,geocodio,"3547 South 29th Street, Camden, NJ 08105-0000","S 29th St, Camden, NJ 08105",0.7
Latino Literacy Now,1996,"Edward James Olmos, 3445 Catalina Drive, Carlsbad CA 92010-2856",CA,CARLSBAD,SAN DIEGO,CSO,33.168019,-117.319835,geocodio,"Edward James Olmos, 3445 Catalina Drive, Carlsbad CA 92010-2856","3445 Catalina Dr, Carlsbad, CA 92010",1
El Centro Hispano,1992,"201 W. WEAVER STREET CARRBORO, NC 27510",NC,CARRBORO,ORANGE,CSO,35.910956,-79.073628,geocodio,"201 W. WEAVER STREET CARRBORO, NC 27510","201 W Weaver St, Carrboro, NC 27510",1
Latino Familia Initiative,2014,,AZ,CASA GRANDE,PINAL,CSO,32.89055,-111.753991,geocodio,"CASA GRANDE, AZ","Casa Grande, AZ 85222",1
Hispanic Health Initiatives,2000,"201 Live Oaks Blvd, Casselberry, FL 32707",FL,CASSELBERRY,SEMINOLE,Hybrid,28.664233,-81.342561,geocodio,"201 Live Oaks Blvd, Casselberry, FL 32707","201 Live Oaks Blvd, Casselberry, FL 32707",1
Latina Surge,2015,,NJ,CEDAR GROVE,ESSEX,Advocacy,40.857049,-74.227109,geocodio,"CEDAR GROVE, NJ","Cedar Grove, NJ 07009",1
Progresso Latino,1977,,RI,CENTRAL FALLS,PROVIDENCE,CSO,41.889849,-71.394186,geocodio,"CENTRAL FALLS, RI","Central Falls, RI 02863",1
Hispanic Latino Community Resource Center,1998,"3601 Central Ave, Charlotte, NC 28204",NC,CHARLOTTE,MECKLENBURG,CSO,35.216652,-80.784172,geocodio,"3601 Central Ave, Charlotte, NC 28204","3601 Central Ave, Charlotte, NC 28205",1
Latin American Working for Achievement,1992,"Charlotte, NC 28271",NC,CHARLOTTE,MECKLENBURG,CSO,35.227087,-80.843127,geocodio,"Charlotte, NC 28271","Charlotte, NC 28271",1
Centro Latino,1989,"136 Hawthorne Street, Chelsea, MA 02150-0000",MA,CHELSEA,SUFFOLK,CSO,42.391462,-71.034693,geocodio,"136 Hawthorne Street, Chelsea, MA 02150-0000","136 Hawthorne St, Chelsea, MA 02150",1
Alianza Americas,2004,"1638 S. Blue Island Ave. Chicago, IL 60608",IL,CHICAGO,COOK,Advocacy,41.858796,-87.660765,geocodio,"1638 S. Blue Island Ave. Chicago, IL 60608","1638 S Blue Island Ave, Chicago, IL 60608",1
Asociacion Latina De Asistencia Y Prevencion Del Cancer De Mama,2012,"3023 N Clark St Ste 613 Chicago, IL 60657",IL,CHICAGO,COOK,CSO,41.937093,-87.64754,geocodio,"3023 N Clark St Ste 613 Chicago, IL 60657","3023 N Clark St, Ste 613, Chicago, IL 60657",1
Association of Latino Men for Action,2000,,IL,CHICAGO,COOK,Advocacy,41.88531,-87.62213,geocodio,"CHICAGO, IL","Chicago, IL 60601",1
Center Home for Hispanic Elderly,1983,"1401 N California Ave, Chicago, IL 60622",IL,CHICAGO,COOK,CSO,41.906707,-87.696281,geocodio,"1401 N California Ave, Chicago, IL 60622","1401 N California Ave, Chicago, IL 60622",1
Chicago City Council Latino Caucus,2016,,IL,CHICAGO,COOK,Advocacy,41.88531,-87.62213,geocodio,"CHICAGO, IL","Chicago, IL 60601",1
Chicago Hispanic Health Coalition,1991,"1819 W Polk St 246 Chicago, IL 60612-0000",IL,CHICAGO,COOK,CSO,41.871392,-87.671796,geocodio,"1819 W Polk St 246 Chicago, IL 60612-0000","1819 W Polk St 246, Chicago, IL 60612",1
Hispanic Housing Development Corporation,1975,"325 N Wells St 8th Floor Chicago, IL 60652-7023",IL,CHICAGO,COOK,CSO,41.888165,-87.633701,geocodio,"325 N Wells St 8th Floor Chicago, IL 60652-7023","325 N Wells St, Fl 8, Chicago, IL 60654",0.99
Hispanic Management Organization,1988,"2755 W Armitage Ave Chicago, IL 60647-4244",IL,CHICAGO,COOK,CSO,41.91735,-87.696152,geocodio,"2755 W Armitage Ave Chicago, IL 60647-4244","2755 W Armitage Ave, Chicago, IL 60647",1
Illinois Legislative Latino Caucus Foundation,2002,191 N Wacker Dr Ste 3700 Chicago IL 60606-1615,IL,CHICAGO,COOK,Advocacy,41.885383,-87.636439,geocodio,191 N Wacker Dr Ste 3700 Chicago IL 60606-1615,"191 N Wacker Dr, Ste 3700, Chicago, IL 60606",1
Instituto del Progreso Latino,1977,"2520 S. Western Ave. Chicago, IL 60608-4809",IL,CHICAGO,COOK,CSO,41.84567,-87.685869,geocodio,"2520 S. Western Ave. Chicago, IL 60608-4809","2520 S Western Ave, Chicago, IL 60608",1
Latino Coalition for Prevention,2007,"4145 W ARMITAGE AVE CHICAGO , IL 60639 ",IL,CHICAGO,COOK,CSO,41.916841,-87.730823,geocodio,"4145 W ARMITAGE AVE CHICAGO , IL 60639","4145 W Armitage Ave, Chicago, IL 60639",1
Latino Education Alliance,2001,"703 S Morgan St, Chicago, IL 60607",IL,CHICAGO,COOK,CSO,41.872871,-87.649486,geocodio,"703 S Morgan St, Chicago, IL 60607","703 S Morgan St, Chicago, IL 60607",1
Latino Organization of the Southwest,1992,"4051 W 63rd St Chicago, IL 60629-4638",IL,CHICAGO,COOK,CSO,41.778441,-87.724697,geocodio,"4051 W 63rd St Chicago, IL 60629-4638","4051 W 63rd St, Chicago, IL 60629",1
Latino Policy Forum,1988,180 N Michigan Ave Ste 1250 Chicago IL 60601-7464,IL,CHICAGO,COOK,Advocacy,41.885524,-87.624975,geocodio,180 N Michigan Ave Ste 1250 Chicago IL 60601-7464,"180 N Michigan Ave, Ste 1250, Chicago, IL 60601",1
Latino Resource Institute of Illinois,1959,"8910 S Commercial Ave, Chicago, IL 60617",IL,CHICAGO,COOK,CSO,41.733309,-87.551736,geocodio,"8910 S Commercial Ave, Chicago, IL 60617","8910 S Commercial Ave, Chicago, IL 60617",1
Midwest Latino Health Research Training and Policy,1993,,IL,CHICAGO,COOK,CSO,41.88531,-87.62213,geocodio,"CHICAGO, IL","Chicago, IL 60601",1
National Latino Education Institute,1972,"2011 W Pershing Rd Chicago, IL 60609-2205",IL,CHICAGO,COOK,CSO,41.82281,-87.675891,geocodio,"2011 W Pershing Rd Chicago, IL 60609-2205","2011 W Pershing Rd, Chicago, IL 60609",1
Salud Latina/Latino Health,1989,"53 W. Jackson Boulevard, Suite 1257, Chicago, IL 60604-4174",IL,CHICAGO,COOK,CSO,41.877524,-87.629553,geocodio,"53 W. Jackson Boulevard, Suite 1257, Chicago, IL 60604-4174","53 W Jackson Blvd, Ste 1257, Chicago, IL 60604",1
Hispanic Association of Proffessional Services,1995,,CA,CHULA VISTA,SAN DIEGO,CSO,32.636922,-117.050072,geocodio,"CHULA VISTA, CA","Chula Vista, CA 91910",1
National Image,1971,"374 East H St Ste A, PMB 419. Chula Vista, California 91913",CA,CHULA VISTA,SAN DIEGO,Advocacy,32.644012,-117.084385,geocodio,"374 East H St Ste A, PMB 419. Chula Vista, California 91913","374 E St, Ste A, Chula Vista, CA 91910",0.99
Greater Cincinnati Latino Coalition,2005,,OH,CINCINNATI,HAMILTON,CSO,39.166759,-84.53822,geocodio,"CINCINNATI, OH","Cincinnati, OH 45201",1
Hispanic Roundtable Community Programs,2004,"1900 East Ninth Street, Suite 3200 Cleveland, OH 44114",OH,CLEVELAND,CUYAHOGA,CSO,41.501321,-81.687716,geocodio,"1900 East Ninth Street, Suite 3200 Cleveland, OH 44114","1900 E 9th St, Ste 3200, Cleveland, OH 44114",1
Hispanic Urban Minority Alcoholism and Drug Abuse Outreach Program,1989,"3305 W 25th St Cleveland, OH 44109-1613",OH,CLEVELAND,CUYAHOGA,CSO,41.464903,-81.70009,geocodio,"3305 W 25th St Cleveland, OH 44109-1613","3305 W 25th St, Cleveland, OH 44109",1
Fundacion Proyecto Latino,2011,,NJ,CLIFTON,PASSAIC,CSO,40.877949,-74.141237,geocodio,"CLIFTON, NJ","Clifton, NJ 07011",1
National Latino Behavioral Health Association,2000,"6555 Robin St Cochiti Lake, NM 87083-6025",NM,COCHITI LAKE,SANDOVAL,CSO,35.649231,-106.334753,geocodio,"6555 Robin St Cochiti Lake, NM 87083-6025","6555 Robin St, Cochiti Lake, NM 87083",1
Latino American Health Network,2002,,CO,COLORADO SPRINGS,EL PASO,CSO,38.828893,-104.809929,geocodio,"COLORADO SPRINGS, CO","Colorado Springs, CO 80903",1
Centro Comunitario Latino,2011,,CA,COLTON,SAN BERNARDINO,CSO,34.0739,-117.31365,geocodio,"COLTON, CA","Colton, CA 92324",1
Centro Latino de Salud Educacion Y Cultura,2001,"609 N Garth Ave, Columbia, MO 65203",MO,COLUMBIA,BOONE,CSO,38.959411,-92.338943,geocodio,"609 N Garth Ave, Columbia, MO 65203","609 N Garth Ave, Columbia, MO 65203",1
Latino Communications Community Development Corporation,2010,"140 Wildwood Business Park, Columbia, SC 29223",SC,COLUMBIA,RICHLAND,CSO,34.062421,-80.983663,geocodio,"140 Wildwood Business Park, Columbia, SC 29223","140 Weldwood Ct, Columbia, SC 29223",0.9
Centro Esperanza Latina,2002,"2300 Sullivant Avenue, Columbus, OH, 43204",OH,COLUMBUS,FRANKLIN,CSO,39.946153,-83.06051,geocodio,"2300 Sullivant Avenue, Columbus, OH, 43204","2300 Sullivant Ave, Columbus, OH 43204",1
Latino Empowerment Outreach Network,2000,"COLUMBUS , OH 43216",OH,COLUMBUS,FRANKLIN,Hybrid,39.969036,-83.011389,geocodio,"COLUMBUS , OH 43216","Columbus, OH 43216",1
Ohio Hispanic Coalition,1990,"100 East Campus View BLVD, Suite 130, Columbus, Ohio 43235",OH,COLUMBUS,FRANKLIN,CSO,40.119103,-83.01451,geocodio,"100 East Campus View BLVD, Suite 130, Columbus, Ohio 43235","100 E Campus View Blvd, Ste 130, Columbus, OH 43235",1
Hispanic Learning Center of Cabarrus County,2010,"418 Kerr St NW, Concord, North Carolina 28025-4651",NC,CONCORD,CABARRUS,CSO,35.415579,-80.599101,geocodio,"418 Kerr St NW, Concord, North Carolina 28025-4651","418 Kerr St NW, Concord, NC 28025",1
Arkansas Hispanic Health Coalition,2016,,AR,CONWAY,FAULKNER,Hybrid,35.065889,-92.362875,geocodio,"CONWAY, AR","Conway, AR 72032",1
Hispanic Coalition,1988,"5659 W Flagler St, Coral Gables, FL 33134",FL,CORAL GABLES,MIAMI-DADE,CSO,25.77091,-80.28752,geocodio,"5659 W Flagler St, Coral Gables, FL 33134","5659 W Flagler St, Coral Gables, FL 33134",1
Alianza National Latino Alliance for Elimination of Domestic Violence,1997,,NM,CORRALES,SANDOVAL,CSO,35.23782,-106.60669,geocodio,"CORRALES, NM","Corrales, NM 87048",1
Centro Latino of Iowa,2001,"604 S Main St, Council Bluffs, IA 51503-6059 ",IA,COUNCIL BLUFFS,POTTAWATTAMIE,Hybrid,41.255849,-95.851699,geocodio,"604 S Main St, Council Bluffs, IA 51503-6059","604 S Main St, Council Bluffs, IA 51503",1
Dallas Concilio of Hispanic Service Organizations,2002,"400 S Zang Blvd., Ste. 300, Dallas, TX 75208",TX,DALLAS,DALLAS,CSO,32.742054,-96.824223,geocodio,"400 S Zang Blvd., Ste. 300, Dallas, TX 75208","400 S Zang Blvd, Ste 300, Dallas, TX 75208",1
Hispanic 100,2005,"4447 N. Central Expressway, Suite 100-150 Dallas, Texas 75205",TX,DALLAS,DALLAS,Advocacy,32.820401,-96.787557,geocodio,"4447 N. Central Expressway, Suite 100-150 Dallas, Texas 75205","4447 US-75, Ste 100-150, Dallas, TX 75205",1
Hispanic Families Network,2014,"Dallas, TX 75202",TX,DALLAS,DALLAS,CSO,32.779274,-96.804786,geocodio,"Dallas, TX 75202","Dallas, TX 75202",1
Hispanic Center of Greater Danbury,1968,,CT,DANBURY,FAIRFIELD,CSO,41.376242,-73.471416,geocodio,"DANBURY, CT","Danbury, CT 06810",1
Latino Scholarship Fund Inc,1995,"Danbury, CT 06813",CT,DANBURY,FAIRFIELD,CSO,41.308873,-73.363661,geocodio,"Danbury, CT 06813","Danbury, CT 06813",1
Hispanic Awareness Organization,2011,,OH,DEFIANCE,DEFIANCE,CSO,41.296657,-84.390413,geocodio,"DEFIANCE, OH","Defiance, OH 43512",1
Colorado Latino Forum,2009,,CO,DENVER,DENVER,Advocacy,39.760189,-104.996553,geocodio,"DENVER, CO","Denver, CO 80202",1
"Colorado Latino Leadership, Advocacy and Research Organization",1964,,CO,DENVER,DENVER,Advocacy,39.760189,-104.996553,geocodio,"DENVER, CO","Denver, CO 80202",1
Colorado Organization for Latina Opportunity and Reproductive Rights,1998,"Denver, CO 80204-0991",CO,DENVER,DENVER,CSO,39.734841,-105.020394,geocodio,"Denver, CO 80204-0991","Denver, CO 80204",1
Hispanic Annual Salute,1980,"Denver, CO 80204-0720",CO,DENVER,DENVER,CSO,39.734841,-105.020394,geocodio,"Denver, CO 80204-0720","Denver, CO 80204",1
Latin American Educational Foundation,1949,"561 Santa Fe Drive Denver, CO 80204",CO,DENVER,DENVER,CSO,39.725095,-104.998725,geocodio,"561 Santa Fe Drive Denver, CO 80204","561 Santa Fe Dr, Denver, CO 80204",1
Latina Initiative,2006,,CO,DENVER,DENVER,Advocacy,39.760189,-104.996553,geocodio,"DENVER, CO","Denver, CO 80202",1
Latina Safehouse Initiative,2003,,CO,DENVER,DENVER,CSO,39.760189,-104.996553,geocodio,"DENVER, CO","Denver, CO 80202",1
Latino Community Foundation of Colorado,2007,"600 S. Cherry Street, Suite 1200, Denver, CO 80246-1712",CO,DENVER,DENVER,CSO,39.705878,-104.932958,geocodio,"600 S. Cherry Street, Suite 1200, Denver, CO 80246-1712","600 S Cherry St, Ste 1200, Denver, CO 80246",1
Servicios de La Raza,1972,,CO,DENVER,DENVER,CSO,39.760189,-104.996553,geocodio,"DENVER, CO","Denver, CO 80202",1
Hispanic Educational Resources,1997,"828 Scott Ave Des Moines, IA, 50309-5054",IA,DES MOINES,POLK,CSO,41.5825,-93.603188,geocodio,"828 Scott Ave Des Moines, IA, 50309-5054","828 Scott Ave, Des Moines, IA 50309",1
Latina Leadership Initiative,2013,"Des Moines, IA 50312",IA,DES MOINES,POLK,CSO,41.582645,-93.691719,geocodio,"Des Moines, IA 50312","Des Moines, IA 50312",1
